TF_name	TU_name	effect	evidence	confidence
GadE-RcsB	cadBA[cadBp]	+	[APPHINH, PM, BPP, GEA, IGI]	STRONG
GadE-RcsB	gadAX[gadAp]	+	[APPHINH, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE, SM]	STRONG
GadE-RcsB	gadAX[gadAp2]	+	[APPHINH, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE, SM]	STRONG
GadE-RcsB	slp-dctR[slpp]	+	[APPHINH, ITCR, LTED, BPP, GEA, IGI]	STRONG
GadE-RcsB	yhiM[yhiMp]	+	[APPHINH, AISGDTU, BPP, GEA, IGI]	STRONG
GadW	gadAX[gadAp]	+	[APPH, IE, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GadW	gadAX[gadAp2]	+	[APPH, IE, BTEI, LTED, BPP, GEA, APIORCISFBSCS]	STRONG
GadW	gadBC[gadBp]	+	[APPH, IE, BTEI, LTED, BPP, GEA, APIORCISFBSCS, CEEUMA, IHBCE, RSE]	STRONG
GadW	gadBC[gadBp2]	+	[APPH, IE, BTEI, LTED, BPP, GEA, APIORCISFBSCS, CEEUMA, IHBCE, RSE]	STRONG
GadW	gadEF-mdtEF[gadEp]	+	[APPH, IE, LTED, APIORCISFBSCS, GEA]	STRONG
GadW	gadW[gadWp2]	-	[APPH, IE, LTED, GEA]	STRONG
GadW	gadX[gadXp]	-	[APPH, IE, LTED, BPP, GEA, IGI]	STRONG
GadW	gadXW[gadXp]	-	[APPH, IE, ITCR, LTED, BPP, GEA, IGI]	STRONG
GadW	gadY[gadYp]	-	[APPH, IE, AISGDTU, BTEI, LTED, GEA]	STRONG
GadW	hdeAB-yhiD[hdeAp]	+	[APPH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
GadW	hdeAB-yhiD[hdeAp2]	+	[APPH, IE, ITCR, LTED, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
GadW	slp-dctR[slpp]	-	[APPH, IE, ITCR, LTED, AIBSCS, GEA, APIORCISFBSCS]	STRONG
GadX	asnB[asnBp]	+	[APPH, GEA, ICWHO, BPP, GEA, IGI]	STRONG
GadX	btuB-murI[btuBp]	-	[APPH, GEA, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
GadX	cadBA[cadBp]	+	[APPH, GEA, PM, BPP, GEA, IGI]	STRONG
GadX	gadAX[gadAp]	+	[APPH, GEA, BTEI, LTED, BPP, GEA, APIORCISFBSCS]	STRONG
GadX	gadAX[gadAp2]	+	[APPH, GEA, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GadX	gadBC[gadBp]	+	[APPH, GEA, BTEI, LTED, BPP, GEA, APIORCISFBSCS, CEEUMA, IHBCE, RSE]	STRONG
GadX	gadBC[gadBp2]	+	[APPH, GEA, BTEI, LTED, BPP, GEA, APIORCISFBSCS, CEEUMA, IHBCE, RSE]	STRONG
GadX	gadE[gadEp3]	+	[APIORCISFBSCS, BPP, GEA, APPH, GEA, APIORCISFBSCS, GEA, AIBSCS]	STRONG
GadX	gadEF-mdtEF[gadEp]	+	[APPH, GEA, LTED, APIORCISFBSCS, GEA]	STRONG
GadX	gadW[gadWp2]	-	[APPH, GEA, LTED, GEA, CEEUMA, IHBCE, RSE]	STRONG
GadX	gadX[gadXp]	+	[APPH, GEA, LTED, BPP, GEA, IGI]	STRONG
GadX	gadXW[gadXp]	+	[APPH, GEA, ITCR, LTED, BPP, GEA, IGI]	STRONG
GadX	gadY[gadYp]	+	[APPH, GEA, AISGDTU, BTEI, LTED, GEA]	STRONG
GadX	glnK-amtB[glnKp]	+	[APPH, GEA, BTEI, BPP, GEA, IGI]	STRONG
GadX	glsA-ybaT[glsAp]	+	[APPH, GEA, IEP, IHBCE, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadX	hdeAB-yhiD[hdeAp]	+	[APPH, GEA, ITCR, LTED, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
GadX	hdeAB-yhiD[hdeAp2]	+	[APPH, GEA, ITCR, LTED, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
GadX	hdeD[hdeDp]	+	[AIBSCS, BPP, GEA, APPH, GEA, APIORCISFBSCS, BPP, GEA]	STRONG
GadX	hdeD[hdeDp2]	+	[APIORCISFBSCS, BPP, GEA, APPH, GEA, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
GadX	hns[hnsp]	+	[APPH, GEA, BPP, GEA, IGI]	STRONG
GadX	lon[lonp]	+	[APPH, GEA, ICWHO, IEP, BPP, GEA, IGI]	STRONG
GadX	lon[lonp2]	+	[APPH, GEA, ICWHO, IEP, BPP, GEA, IGI]	STRONG
GadX	rpoS[rpoSp]	+	[APPH, GEA, PM, BPP, GEA, IGI]	STRONG
GadX	slp-dctR[slpp]	+	[APPH, GEA, ITCR, LTED, APIORCISFBSCS, GEA, AIBSCS, CEEUMA, IHBCE, RSE]	STRONG
GadX	tppB[tppBp]	-	[APPH, GEA, CEEUMA, IHBCE, RSE]	STRONG
GadX	uspE[uspEp]	+	[APPH, GEA, ICWHO, BPP, GEA, IGI]	STRONG
GadX	ydeNM[ydeNp]	-	[APPH, GEA, IC, ITCR, CEEUMA, IHBCE, RSE]	STRONG
GadX	ynfB-speG[ynfBp]	-	[APPH, GEA, ICWHO, CEEUMA, IHBCE, RSE]	STRONG
GalR	galE[galEp1]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galE[galEp2]	+	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galE[galEp]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galET[galEp1]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galET[galEp2]	+	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galET[galEp]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETK[galEp1]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETK[galEp2]	+	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETK[galEp]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETKM[galEp1]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETKM[galEp2]	+	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galETKM[galEp]	-	[APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GalR	galP[galPp]	-	[APPH, IEP, IMP, IPI, AIBSCS, BPP, SM, GEA]	STRONG
GalR	galR[galRp]	-	[APPH, IEP, IMP, IPI, APIORCISFBSCS, BPP, GEA]	STRONG
GalR	galS[galSp]	-	[APPH, IEP, IMP, IPI, APIORCISFBSCS, GEA]	STRONG
GalR	mglBAC[mglBp]	-	[APPH, IEP, IMP, IPI, ITCR, PM, APIORCISFBSCS, GEA]	STRONG
GalR	mglBAC[mglBp2]	-	[APPH, IEP, IMP, IPI, ITCR, PM, APIORCISFBSCS, GEA]	STRONG
GalS	galE[galEp1]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galE[galEp2]	+	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galE[galEp]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galET[galEp1]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galET[galEp2]	+	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galET[galEp]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETK[galEp1]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETK[galEp2]	+	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETK[galEp]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETKM[galEp1]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETKM[galEp2]	+	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galETKM[galEp]	-	[APPH, HIFS, IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galP[galPp]	-	[APPH, HIFS, IEP, IMP, BPP, GEA, SM, AIBSCS]	STRONG
GalS	galR[galRp]	-	[APPH, HIFS, IEP, IMP, APIORCISFBSCS, BPP, GEA]	STRONG
GalS	galS[galSp]	-	[APPH, HIFS, IEP, IMP, APIORCISFBSCS, GEA, BCE]	STRONG
GalS	mglBAC[mglBp]	-	[APPH, HIFS, IEP, IMP, ITCR, PM, APIORCISFBSCS, GEA]	STRONG
GalS	mglBAC[mglBp2]	-	[APPH, HIFS, IEP, IMP, ITCR, PM, APIORCISFBSCS, GEA]	STRONG
GatR	gatYZABCD[gatYp]	-	[BTEI, BPP, GEA, IGI]	STRONG
GcvA	gcvA[gcvAp]	-	[BPP, GEA, HIFS, AIBSCS, APIORCISFBSCS, BCE, BPP, GEA, IC, SM]	STRONG
GcvA	gcvB[gcvBp]	+	[BPP, GEA, HIFS, BTEI, LTED, AIBSCS, APIORCISFBSCS, BCE, BPP, GEA, IC, SM]	STRONG
GcvA	gcvTHP[gcvTp]	+	[BPP, GEA, HIFS, APIORCISFBSCS, BCE, BPP, GEA, SM, IC]	STRONG
GlaR	csiD-ygaF-gabDTP[csiDp]	-	[RSE, APPHINH, IMP, ITCR, PM, AIBSPD, BPP, CSE, GEA, IEP]	STRONG
GlcC	glcC[glcCp]	-	[LTED, BCE, GEA, SM]	STRONG
GlcC	glcDEFGBA[glcDp]	+	[LTED, BCE, GEA, SM]	STRONG
GlpR	glpABC[glpABCp]	-	[IE, BTEI, PM, APIORCISFBSCS, BPP, SM]	STRONG
GlpR	glpD[glpDp]	-	[IE, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GlpR	glpFKX[glpFp]	-	[IE, BTEI, PM, APIORCISFBSCS, BPP]	STRONG
GlpR	glpTQ[glpTQp]	-	[IE, APIORCISFBSCS, BPP, SM, GEA]	STRONG
GlrR	glmY[glmYp1]	+	[APPH, HIFS, IMP, ICWHO, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GlrR	rpoE-rseABC[rpoEp2b]	+	[APPH, HIFS, IMP, BTEI, ITCR, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
GlrR	rpoE-rseABC[rseDp]	+	[APPH, HIFS, IMP, BTEI, ITCR, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
GntR	edd-eda[eddp1]	-	[IE, LTED, APIORCISFBSCS, BPP, SM, AIBSCS]	STRONG
GntR	gntK[gntKp]	-	[IE, BTEI, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GntR	gntKU[gntKp]	-	[IE, BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
GntR	gntT[gntTp3]	-	[IE, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, TASES]	STRONG
GntR	gntT[gntTp2]	-	[IE, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, TASES]	STRONG
GntR	gntT[gntTp1]	-	[IE, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, TASES]	STRONG
GntR	gntXY[gntXp]	-	[IE, BTEI, AIBSCS]	WEAK
GntR	idnDOTR[idnDp]	-	[IE, LTED, AIBSCS, APIORCISFBSCS, GEA]	STRONG
GntR	idnK[idnKp]	-	[IE, BTEI, AIBSCS, APIORCISFBSCS, GEA]	WEAK
GutM	srlAEBD-gutM-srlR-gutQ[srlAp]	+	[HIFS, IEP, LTED, BPP, GEA, IGI]	STRONG
H-NS	acrEF[acrEp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ade[adep]	-	[APPH, HIFS, IEP, IMP, IPI, AISGDTU, BPP, GEA, IGI]	STRONG
H-NS	adiA[adiAp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	adiY[adiYp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	appY[appYp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	asr[asrp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	asr[asrp2]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	bglG[bglGp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA]	STRONG
H-NS	bglGFB[bglGp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, PM, BPP, GEA]	STRONG
H-NS	bolA[bolAp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	bolA[bolAp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	cadBA[cadBp]	-	[APPH, HIFS, IEP, IMP, IPI, PM, AIBSCS, BPP, GEA]	STRONG
H-NS	cadC[cadCp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	caiF[caiFp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	caiTABCDE[caiTp]	-	[APPH, HIFS, IEP, IMP, IPI, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	casABCDE12[casAp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, LTED, BPP, GEA, SM]	STRONG
H-NS	chiA[chiAp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	csgDEFG[csgDp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	csgDEFG[csgDp3]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	csiD-ygaF-gabDTP[csiDp]	+	[APPH, HIFS, IEP, IMP, IPI, ITCR, PM, BPP, GEA, IGI]	STRONG
H-NS	csiE[csiEp]	+	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	csiE[csiEp2]	+	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	cspA[cspAp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, AIBSCS, BPP, GEA]	STRONG
H-NS	cspD[cspDp]	+	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	cydAB[cydAp3]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	cydAB[cydAp4]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	cydAB[cydAp1]	-	[APPH, HIFS, IEP, IMP, IPI, TAS, BPP, GEA, IGI]	STRONG
H-NS	cydAB[cydAp2]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	cysPUWAM[cysPp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	degP[degPp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
H-NS	dps[dpsp]	-	[APPH, HIFS, IEP, IMP, IPI, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	dps[dpsp2]	-	[APPH, HIFS, IEP, IMP, IPI, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	evgAS[evgAp2]	-	[APPH, HIFS, IEP, IMP, IPI, IC, BPP, GEA, IGI]	STRONG
H-NS	evgAS[evgAp1]	-	[APPH, HIFS, IEP, IMP, IPI, IC, BPP, GEA, IGI]	STRONG
H-NS	fes-ybdZ-entF-fepE[fesp]	+	[APPH, HIFS, IEP, IMP, IPI, GEA]	STRONG
H-NS	fimAICDFGH[fimAp]	+	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	fimB[fimBp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	fimB[fimBp2]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	fimE[fimEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	flhDC[flhDp]	+	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	fliAZY[fliAp1]	+	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	fliC[fliCp]	+	[APPH, HIFS, IEP, IMP, IPI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
H-NS	ftnA[ftnAp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, LTED, BPP, GEA]	STRONG
H-NS	gadAX[gadAp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gadAX[gadAp2]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gadEF-mdtEF[gadEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gadW[gadWp2]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gadX[gadXp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gadXW[gadXp]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, LTED, BPP, GEA, IGI]	STRONG
H-NS	galE[galEp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galE[galEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galET[galEp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galET[galEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galETK[galEp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galETK[galEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galETKM[galEp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	galETKM[galEp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
H-NS	garPLRK-rnpB[garPp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	gspAB[gspAp1]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	gspAB[gspAp2]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	gspCDEFGHIJKLMO[gspCp3]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	gspCDEFGHIJKLMO[gspCp2]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	hchA[hchAp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, ICWHO, BPP, GEA, IGI]	STRONG
H-NS	hchA[hchAp2]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	hdeAB-yhiD[hdeAp]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	hdeAB-yhiD[hdeAp2]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	hdeD[hdeDp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	hdeD[hdeDp2]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	hdfR[hdfRp]	-	[APPH, HIFS, IEP, IMP, IPI, AISGDTU, BPP, GEA, IGI]	STRONG
H-NS	hisJQMP[hisJp]	+	[APPH, HIFS, IEP, IMP, IPI, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	hlyE[hlyEp]	+	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA]	STRONG
H-NS	hns[hnsp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, APIORCISFBSCS]	STRONG
H-NS	ilvIH[ilvIHp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	lacZYA[lacZp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP]	STRONG
H-NS	leuO[leuOp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, APIORCISFBSCS, GEA]	STRONG
H-NS	leuO[leuOp2]	-	[BPP, APPH, HIFS, IEP, IMP, IPI, BTEI, APIORCISFBSCS, GEA]	STRONG
H-NS	lrp[lrpp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	malEFG[malEp]	+	[APPH, HIFS, IEP, IMP, IPI, ITCR, LTED, BPP, GEA, IGI]	STRONG
H-NS	mdtJI[mdtJp]	-	[APPH, HIFS, IEP, IMP, IPI, ICWHO, AIBSCS, BPP, GEA]	STRONG
H-NS	micF[micFp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	micF[micFp2]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	nhaAR[nhaAp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	nirBDC-cysG[nirBp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	nrdAB-yfaE[nrdAp]	-	[APPH, HIFS, IEP, IMP, IPI, PAGTSBP, BPP, GEA, SM, APIORCISFBSCS]	STRONG
H-NS	nrdDG[nrdDp]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, BPP, GEA, IGI]	STRONG
H-NS	osmC[osmCp1]	-	[APPH, HIFS, IEP, IMP, IPI, AISGDTU, BPP, GEA, IGI]	STRONG
H-NS	osmC[osmCp2]	-	[APPH, HIFS, IEP, IMP, IPI, AISGDTU, BPP, GEA, IGI]	STRONG
H-NS	proVWX[proVp1]	-	[APPH, HIFS, IEP, IMP, IPI, PM, BPP, GEA, IGI]	STRONG
H-NS	proVWX[proVp3]	-	[APPH, HIFS, IEP, IMP, IPI, PM, BPP, AIBSCS, GEA]	STRONG
H-NS	proVWX[proVp]	-	[APPH, HIFS, IEP, IMP, IPI, PM, BPP, GEA, IGI]	STRONG
H-NS	rcsA[rcsAp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	rcsDB[rcsDp]	-	[APPH, HIFS, IEP, IMP, IPI, IHBCE, LTED, PAGTSBP, BPP, GEA, IGI]	STRONG
H-NS	relA-mazEF[relAp2]	+	[APPH, HIFS, IEP, IMP, IPI, IEP, ITCR, BPP, GEA, IGI]	STRONG
H-NS	rrsB-gltT-rrlB-rrfB[rrsBp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP]	STRONG
H-NS	rrsB-gltT-rrlB-rrfB[rrsBp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP]	STRONG
H-NS	rrsC-gltU-rrlC-rrfC[rrsCp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsC-gltU-rrlC-rrfC[rrsCp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsG-gltW-rrlG-rrfG[rrsGp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsG-gltW-rrlG-rrfG[rrsGp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	slp-dctR[slpp]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, LTED, BPP, GEA, IGI]	STRONG
H-NS	smtA-mukFEB[cmoMp]	+	[APPH, HIFS, IEP, IMP, IPI, IEP, ITCR, PM, BPP, GEA, IGI]	STRONG
H-NS	srlAEBD-gutM-srlR-gutQ[srlAp]	+	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ssrS[ssrSp1]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, BPP, GEA, IGI]	STRONG
H-NS	ssrS[ssrSp2]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ssrS[ssrSp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ssrS-ygfA[ssrSp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ssrS-ygfA[ssrSp2]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	ssrS-ygfA[ssrSp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	stpA[stpAp1]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP, GEA, IGI]	STRONG
H-NS	yciG[yciGp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	yciGFE[yciGp]	-	[APPH, HIFS, IEP, IMP, IPI, BTEI, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
H-NS	ydeO[ydeOp]	-	[APPH, HIFS, IEP, IMP, IPI, ITCR, BPP, GEA, IGI]	STRONG
